
surah|ayah|Verse
3|37|So her Lord accepted her with a good acceptance, and her prophets were good, and he spared her Zakaria. الم for you, this is from God, it is from God.
3|38|Here you called Zakaria, his Lord.
3|39|So the angels called him, and he is a standing in the wareh
3|40|My Lord said that I am a slave, and I have been rich in oldness and my woman is Akkar.
3|41|He said, Lord, make me a verse. He said that you will not speak to people for three days, except a symbol ۗ and mention your Lord a lot and praise the heart
3|42|And when the angels said, Mary, that God has chosen you, purified you, and your summons on the women of the two worlds
3|43|Oh Mary, I lived for your Lord and my prostration, and kneel with me with the knees
3|44|That is from the prophets of the unseen.
3|45|When the angels said, Maryam, that God preached to you a word from him, his name is Christ, Issa, Ibn Maryam, and the one who is in the world, and the one who is in the world.
3|46|And speak to people in the Mahdah, and from the righteous.
3|47|Lord said that I will be a son, and I have not touched human beings.
3|48|And the book, the rule, the wisdom, the success, and the Great teach it
3|49|And a messenger to the children of Israel that I have come to you with a verse of your Lord. Akkah, the ripe, and the death of the dead with the permission of God. Yen
3|50|And believe in what is between my hands from the Torah, and I will be pleased with you, some of whom are forbidden
3|51|God is my Lord and your Lord, and worship Him ۗ This is a straight path
3|52|When I felt from them the disbelief, he said: Whoever escapes to God to God said: “The Awatis said:“ We will support God.
3|53|Our Lord believed in what you have sent down and followed the Messenger, so we wrote with the witnesses
3|54|And plotted, cunning God and God is the best of planners
3|55|When God said, O Essa To me, I will rejoice in you
3|56|As for those who disbelieved, they were tormented by a severe torment in this world and the hereafter, and their supporters
3|57|As for those who believe and do righteous deeds, then fulfill them, their wages ۗ, and God does not love the unjust
3|58|That is, we recite it from you from the verses and the wise masculinity
3|59|The example of Aisi, with God, is like Adam.
3|60|The truth is from your Lord, so you will not be among the people
3|61|So whoever needs you from what came from the knowledge, so say, “Let us call our children and your children God is on the liars
3|62|This is the truth of the truth ۚ and there is no god but God.
3|63|If they take over, then God is aware of the spoils
3|64|Say: O people of the book ۚ If they took over, then say, testify that I am Muslims
3|65|O people of the book, why are you not needed in Abraham, and what is revealed to the enlightenment and the Gospel except after it.
3|66|Here you are arguing with what you have knowledge of you
3|67|Abraham was not Jewish, nor Nisri, but it was a Muslim, Muslim, and what was among the polytheists
3|68|For the first people in Abraham, for those who followed him, and this is the Prophet, and those who believed
3|69|A sect of the people of the book has given you if they are misleading you, and what they are misled except for themselves and what they feel
3|70|O people of the Book, why do you disbelieve in the verses of God, and you are witnessing
3|71|O people of the Book, why do you wear the truth with falsehood, and you will have the truth, and you know
